5410951,activity2,53
5410952,activity2,79
5410953,activity1,207
5410954,activity1,179
5410955,activity2,68
5410956,activity1,135
5410957,activity2,223
5410958,activity1,157
5410959,activity2,257
5410960,activity1,180
5410961,activity2,97
5410962,activity2,160
5410963,activity1,62
5410964,activity2,70
5410965,activity2,273
5410966,activity2,242
5410967,activity2,190
5410968,activity2,204
5410969,activity1,151
5410970,activity1,139
5410971,activity2,42
5410972,activity1,224
5410973,activity1,170
5410974,activity2,134
5410975,activity2,99
5410976,activity2,68
5410977,activity1,105
5410978,activity1,390
5410979,activity2,138
5410980,activity2,86
5410981,activity1,196
5410982,activity1,162
5410983,activity1,258
5410984,activity1,206
5410985,activity2,94
5410986,activity1,188
5410987,activity1,218
5410988,activity2,185
5410989,activity1,93
5410990,activity1,154
5410991,activity2,169
5410992,activity2,208
5410993,activity2,161
5410994,activity1,137
5410995,activity2,61
5410996,activity2,140
5410997,activity2,236
5410998,activity1,86
5410999,activity2,291
5411000,activity2,85
5411001,activity2,20
5411002,activity1,115
5411003,activity2,216
5411004,activity1,176
5411005,activity1,146
5411006,activity1,135
5411007,activity1,107
5411008,activity2,213
5411009,activity1,111
5411010,activity1,115
5411011,activity1,174
5411012,activity1,141
5411013,activity1,42
5411014,activity2,149
5411015,activity1,93
5411016,activity1,99
5411017,activity2,182
5411018,activity1,76
5411019,activity1,91
5411020,activity2,192
5411021,activity2,199
5411022,activity2,98
5411023,activity2,230
5411024,activity2,179
5411025,activity2,48
5411026,activity1,135
5411027,activity2,121
5411028,activity2,250
5411029,activity1,61
5411030,activity1,114
5411031,activity2,83
5411032,activity2,149
5411033,activity2,128
5411034,activity1,49
5411035,activity1,134
5411036,activity2,44
5411037,activity2,143
5411038,activity1,121
5411039,activity2,45
5411040,activity1,126
5411041,activity2,74
5411042,activity2,39
5411043,activity2,88
5411044,activity1,95
5411045,activity1,213
5411046,activity1,77
5411047,activity1,136
5411048,activity1,167
5411049,activity1,135
5411050,activity1,171
5411051,activity1,48
5411052,activity1,62
5411053,activity1,98
5411054,activity1,231
5411055,activity1,181
5411056,activity2,192
5411057,activity2,48
5411058,activity2,141
5411059,activity1,206
5411060,activity1,121
5411061,activity1,215
5411062,activity2,149
5411063,activity1,40
5411064,activity2,125
5411065,activity2,59
5411066,activity1,181
5411067,activity2,90
5411068,activity1,178
5411069,activity1,86
5411070,activity2,47
5411071,activity1,113
5411072,activity1,122
5411073,activity1,116
5411074,activity2,208
5411075,activity1,230
5411076,activity2,293
5411077,activity1,137
5411078,activity2,314
5411079,activity2,123
5411080,activity2,8
5411081,activity2,132
5411082,activity1,233
5411083,activity2,134
5411084,activity2,216
5411085,activity1,174
5411086,activity1,144
5411087,activity2,86
5411088,activity2,142
5411089,activity1,165
5411090,activity2,290
5411091,activity1,289
5411092,activity1,109
5411093,activity2,55
5411094,activity1,201
5411095,activity2,291
5411096,activity2,94
5411097,activity2,126
5411098,activity2,83
5411099,activity2,195
5411100,activity1,180
5411101,activity2,182
5411102,activity1,304
5411103,activity1,64
5411104,activity1,144
5411105,activity1,122
5411106,activity1,137
5411107,activity1,286
5411108,activity2,158
5411109,activity2,55
5411110,activity1,105
5411111,activity2,244
5411112,activity2,193
5411113,activity1,140
5411114,activity2,89
5411115,activity1,80
5411116,activity2,200
5411117,activity1,157
5411118,activity2,95
5411119,activity2,259
5411120,activity2,190
5411121,activity1,153
5411122,activity2,86
5411123,activity1,85
5411124,activity1,107
5411125,activity2,85
5411126,activity1,71
5411127,activity2,155
5411128,activity2,33
5411129,activity1,122
5411130,activity2,59
5411131,activity2,193
5411132,activity2,112
5411133,activity1,71
5411134,activity1,163
5411135,activity2,88
5411136,activity1,120
5411137,activity1,159
5411138,activity1,171
5411139,activity1,133
5411140,activity1,85
5411141,activity1,148
5411142,activity2,114
5411143,activity1,128
5411144,activity1,177
5411145,activity2,99
5411146,activity1,101
5411147,activity1,242
5411148,activity1,93
5411149,activity1,30
5411150,activity1,227
5411151,activity1,133
5411152,activity1,133
5411153,activity2,280
5411154,activity2,40
5411155,activity2,93
5411156,activity1,104
5411157,activity1,156
5411158,activity1,206
5411159,activity2,25
5411160,activity2,144
5411161,activity2,182
5411162,activity2,37
5411163,activity2,290
5411164,activity1,17
5411165,activity1,224
5411166,activity2,115
5411167,activity1,88
5411168,activity1,131
5411169,activity1,255
5411170,activity2,124
5411171,activity2,199
5411172,activity2,289
5411173,activity2,103
5411174,activity1,130
5411175,activity1,196
5411176,activity2,143
5411177,activity2,86
5411178,activity2,171
5411179,activity2,92
5411180,activity2,67
5411181,activity1,135
5411182,activity2,187
5411183,activity2,110
5411184,activity2,117
5411185,activity2,157
5411186,activity1,87
5411187,activity1,75
5411188,activity2,121
5411189,activity2,83
5411190,activity1,107
5411191,activity2,213
5411192,activity2,285
5411193,activity1,137
5411194,activity2,127
5411195,activity2,171
5411196,activity1,312
5411197,activity1,156
5411198,activity1,110
5411199,activity1,198
5411200,activity2,201
5411201,activity1,179
5411202,activity2,225
5411203,activity1,172
5411204,activity2,37
5411205,activity2,166
5411206,activity2,299
5411207,activity1,164
5411208,activity2,233
5411209,activity2,257
5411210,activity2,222
5411211,activity2,160
5411212,activity2,171
5411213,activity1,129
5411214,activity1,92
5411215,activity1,187
5411216,activity2,32
5411217,activity1,114
5411218,activity2,10
5411219,activity2,103
5411220,activity1,193
5411221,activity1,290
5411222,activity2,296
5411223,activity2,70
5411224,activity1,212
5411225,activity1,202
5411226,activity2,244
5411227,activity2,85
5411228,activity1,294
5411229,activity1,89
5411230,activity1,88
5411231,activity2,153
5411232,activity2,289
5411233,activity2,84
5411234,activity1,149
5411235,activity2,126
5411236,activity2,43
5411237,activity2,115
5411238,activity2,46
5411239,activity2,249
5411240,activity2,100
5411241,activity2,200
5411242,activity1,196
5411243,activity1,126
5411244,activity2,231
5411245,activity1,291
5411246,activity2,216
5411247,activity1,82
5411248,activity1,131
5411249,activity2,71
5411250,activity1,164
5411251,activity1,85
5411252,activity2,30
5411253,activity1,108
5411254,activity2,178
5411255,activity1,269
5411256,activity2,145
5411257,activity2,209
5411258,activity1,108
5411259,activity1,58
5411260,activity2,150
5411261,activity1,151
5411262,activity2,149
5411263,activity2,91
5411264,activity2,150
5411265,activity2,156
5411266,activity1,193
5411267,activity1,156
5411268,activity2,105
5411269,activity1,74
5411270,activity1,161
5411271,activity2,91
5411272,activity1,91
5411273,activity2,177
5411274,activity2,183
5411275,activity2,223
5411276,activity1,166
5411277,activity1,73
5411278,activity1,127
5411279,activity2,236
5411280,activity2,342
5411281,activity2,160
5411282,activity1,104
5411283,activity1,192
5411284,activity2,187
5411285,activity2,136
5411286,activity1,110
5411287,activity1,119
5411288,activity1,114
5411289,activity1,61
5411290,activity2,221
5411291,activity1,124
5411292,activity1,81
5411293,activity1,210
5411294,activity1,162
5411295,activity1,144
5411296,activity1,105
5411297,activity2,121
5411298,activity1,205
5411299,activity2,227
5411300,activity2,251
5411301,activity1,98
5411302,activity2,128
5411303,activity1,176
5411304,activity2,152
5411305,activity2,173
5411306,activity2,193
5411307,activity1,48
5411308,activity1,84
5411309,activity1,166
5411310,activity2,205
5411311,activity1,241
5411312,activity1,237
5411313,activity1,160
5411314,activity1,239
5411315,activity2,144
5411316,activity1,123
5411317,activity1,223
5411318,activity2,124
5411319,activity2,221
5411320,activity1,94
5411321,activity2,111
5411322,activity2,182
5411323,activity2,169
5411324,activity2,67
5411325,activity2,206
5411326,activity2,93
5411327,activity1,93
5411328,activity2,165
5411329,activity2,176
5411330,activity2,163
5411331,activity1,54
5411332,activity2,209
5411333,activity2,213
5411334,activity1,154
5411335,activity1,173
5411336,activity2,301
5411337,activity1,172
5411338,activity2,175
5411339,activity2,117
5411340,activity1,227
5411341,activity1,139
5411342,activity1,103
5411343,activity2,147
5411344,activity2,347
5411345,activity1,22
5411346,activity2,254
5411347,activity2,113
5411348,activity1,114
5411349,activity1,172
5411350,activity1,154
5411351,activity1,100
5411352,activity1,119
5411353,activity2,133
5411354,activity1,195
5411355,activity2,116
5411356,activity2,11
5411357,activity1,95
5411358,activity2,101
5411359,activity1,169
5411360,activity1,135
5411361,activity2,119
5411362,activity1,109
5411363,activity2,253
5411364,activity2,28
5411365,activity2,193
5411366,activity1,128
5411367,activity1,203
5411368,activity2,116
5411369,activity1,140
5411370,activity2,157
5411371,activity2,309
5411372,activity1,109
5411373,activity1,127
5411374,activity1,73
5411375,activity2,75
5411376,activity1,132
5411377,activity2,65
5411378,activity1,178
5411379,activity1,114
5411380,activity2,124
5411381,activity2,143
5411382,activity2,137
5411383,activity1,202
5411384,activity1,121
5411385,activity1,122
5411386,activity2,44
5411387,activity2,279
5411388,activity1,164
5411389,activity2,82
5411390,activity1,117
5411391,activity2,181
5411392,activity2,297
5411393,activity1,197
5411394,activity2,157
5411395,activity2,100
5411396,activity2,267
5411397,activity1,110
5411398,activity1,159
5411399,activity2,80
5411400,activity2,162
5411401,activity2,41
5411402,activity1,251
5411403,activity1,68
5411404,activity1,129
5411405,activity1,95
5411406,activity2,164
5411407,activity2,194
5411408,activity2,180
5411409,activity1,178
5411410,activity1,188
5411411,activity1,78
5411412,activity1,191
5411413,activity1,161
5411414,activity2,107
5411415,activity2,110
5411416,activity1,106
5411417,activity2,105
5411418,activity1,77
5411419,activity1,215
5411420,activity1,147
5411421,activity2,263
5411422,activity1,172
5411423,activity1,130
5411424,activity1,260
5411425,activity2,214
5411426,activity1,66
5411427,activity2,80
5411428,activity1,216
5411429,activity1,106
5411430,activity1,21
5411431,activity2,167
5411432,activity1,131
5411433,activity1,224
5411434,activity1,139
5411435,activity1,135
5411436,activity1,143
5411437,activity2,95
5411438,activity2,140
5411439,activity1,143
5411440,activity1,108
5411441,activity1,211
5411442,activity1,101
5411443,activity2,70
5411444,activity2,188
5411445,activity1,65
5411446,activity2,11
5411447,activity1,196
5411448,activity2,201
5411449,activity1,38
5411450,activity1,108
5411451,activity1,164
5411452,activity1,158
5411453,activity2,259
5411454,activity1,113
5411455,activity2,244
5411456,activity2,135
5411457,activity1,205
5411458,activity1,219
5411459,activity2,240
5411460,activity1,167
5411461,activity2,220
5411462,activity1,200
5411463,activity1,287
5411464,activity1,127
5411465,activity2,194
5411466,activity2,121
5411467,activity1,177
5411468,activity2,227
5411469,activity1,297
5411470,activity1,250
5411471,activity1,99
5411472,activity2,166
5411473,activity2,196
5411474,activity2,243
5411475,activity2,84
5411476,activity2,84
5411477,activity1,208
5411478,activity1,47
5411479,activity2,131
5411480,activity1,148
5411481,activity1,157
5411482,activity1,139
5411483,activity1,181
5411484,activity1,104
5411485,activity1,164
5411486,activity2,251
5411487,activity1,93
5411488,activity1,147
5411489,activity1,134
5411490,activity2,238
5411491,activity2,112
5411492,activity2,211
5411493,activity1,45
5411494,activity2,126
5411495,activity1,121
5411496,activity1,209
5411497,activity2,191
5411498,activity2,119
5411499,activity1,16
5411500,activity1,214
5411501,activity1,168
5411502,activity1,112
5411503,activity1,134
5411504,activity1,141
5411505,activity1,264
5411506,activity1,145
5411507,activity2,196
5411508,activity2,166
5411509,activity1,202
5411510,activity2,168
5411511,activity2,126
5411512,activity1,223
5411513,activity2,64
5411514,activity2,212
5411515,activity2,288
5411516,activity1,48
5411517,activity2,79
5411518,activity2,164
5411519,activity1,89
5411520,activity1,98
5411521,activity1,125
5411522,activity1,191
5411523,activity1,128
5411524,activity2,105
5411525,activity2,146
5411526,activity1,168
5411527,activity1,197
5411528,activity2,144
5411529,activity1,205
5411530,activity2,53
5411531,activity1,171
5411532,activity1,105
5411533,activity1,131
5411534,activity2,296
5411535,activity1,120
5411536,activity1,171
5411537,activity2,82
5411538,activity1,61
5411539,activity2,137
5411540,activity1,184
5411541,activity1,173
5411542,activity1,172
5411543,activity2,193
5411544,activity2,66
5411545,activity1,150
5411546,activity2,231
5411547,activity2,127
5411548,activity1,190
5411549,activity2,248
5411550,activity1,278
5411551,activity2,117
5411552,activity1,27
5411553,activity2,81
5411554,activity2,184
5411555,activity2,112
5411556,activity2,111
5411557,activity1,115
5411558,activity2,141
5411559,activity2,329
5411560,activity2,137
5411561,activity2,189
5411562,activity1,125
5411563,activity2,220
5411564,activity2,44
5411565,activity2,202
5411566,activity1,159
5411567,activity1,141
5411568,activity2,50
5411569,activity1,87
5411570,activity2,147
5411571,activity1,113
5411572,activity1,153
5411573,activity1,139
5411574,activity2,228
5411575,activity2,121
5411576,activity2,202
5411577,activity1,107
5411578,activity2,72
5411579,activity2,48
5411580,activity2,158
5411581,activity1,27
5411582,activity2,59
5411583,activity2,148
5411584,activity2,183
5411585,activity2,139
5411586,activity2,58
5411587,activity2,112
5411588,activity1,96
5411589,activity1,211
5411590,activity2,98
5411591,activity1,92
5411592,activity1,101
5411593,activity2,130
5411594,activity1,132
5411595,activity1,139
5411596,activity1,118
5411597,activity1,191
5411598,activity2,226
5411599,activity2,31
5411600,activity2,164
5411601,activity2,179
5411602,activity1,97
5411603,activity2,64
5411604,activity1,105
5411605,activity2,46
5411606,activity1,33
5411607,activity1,17
5411608,activity1,144
5411609,activity1,290
5411610,activity1,119
5411611,activity2,306
5411612,activity1,199
5411613,activity1,116
5411614,activity1,83
5411615,activity1,183
5411616,activity2,160
5411617,activity2,161
5411618,activity1,71
5411619,activity2,86
5411620,activity2,196
5411621,activity2,99
5411622,activity1,129
5411623,activity1,147
5411624,activity2,146
5411625,activity2,291
5411626,activity2,302
5411627,activity2,231
5411628,activity2,218
5411629,activity1,222
5411630,activity1,64
5411631,activity1,191
5411632,activity1,165
5411633,activity1,101
5411634,activity1,123
5411635,activity2,165
5411636,activity1,140
5411637,activity1,130
5411638,activity1,85
5411639,activity2,54
5411640,activity1,221
5411641,activity2,108
5411642,activity1,147
5411643,activity1,252
5411644,activity2,194
5411645,activity2,251
5411646,activity1,166
5411647,activity2,254
